dsgdb9nsd_000001	C
dsgdb9nsd_000779	O=C1ON=NO1
dsgdb9nsd_000780	OC1=CC=NN1
dsgdb9nsd_000781	OC1=CNN=C1
dsgdb9nsd_000782	OC1=CNN=N1
dsgdb9nsd_000783	OC1=NC=NN1
dsgdb9nsd_000784	OC1=NNC=C1
dsgdb9nsd_000785	OC1=NNC=N1
dsgdb9nsd_000786	OC1=NNN=C1
dsgdb9nsd_000787	OC1=NNN=N1
dsgdb9nsd_000788	OC1=NOC=C1
dsgdb9nsd_000789	OC1=NOC=N1
dsgdb9nsd_000790	OC1=NON=N1
dsgdb9nsd_000791	CC#CC(C)=NO
dsgdb9nsd_000792	CC(CC#C)=NO
dsgdb9nsd_000793	CC(CC#N)=NO
dsgdb9nsd_000794	CC(CC=O)=NO
dsgdb9nsd_000799	CC(=NO)C(N)=O
dsgdb9nsd_000804	ON=C1CC(O)C1
dsgdb9nsd_000805	ON=C(C#C)C#C
dsgdb9nsd_000806	CCC(=NO)C#C
dsgdb9nsd_000807	OCC(=NO)C#C
dsgdb9nsd_000812	CC1OCC1=NO
dsgdb9nsd_000813	ON=C1CCC1O
dsgdb9nsd_000814	ON=C1CC=CC1
dsgdb9nsd_000815	ON=C1CCC=C1
dsgdb9nsd_000816	ON=C1CNC=C1
dsgdb9nsd_000818	ON=C1CCOC1
dsgdb9nsd_000821	CC(=NO)C1CO1
dsgdb9nsd_000822	ON=C1CC2CC12
dsgdb9nsd_000823	ON=C1CC2NC12
dsgdb9nsd_000824	ON=C1CC2OC12
dsgdb9nsd_000825	ON=C1CN2CC12
dsgdb9nsd_000826	FC(F)(F)C#C
dsgdb9nsd_000827	FC(F)(F)C#N
dsgdb9nsd_000828	FC(F)(F)C=O
dsgdb9nsd_000829	NCC(F)(F)F
dsgdb9nsd_000830	OCC(F)(F)F
dsgdb9nsd_000831	CCC(F)(F)F
dsgdb9nsd_000835	CC1=CC(N)=CO1
dsgdb9nsd_000836	CC1=CC(O)=CN1
dsgdb9nsd_000837	CC1=CC(O)=CO1
dsgdb9nsd_000839	CC1=CNC(O)=C1
dsgdb9nsd_000840	CC1=CNC(O)=N1
dsgdb9nsd_000841	CC1=COC(N)=C1
dsgdb9nsd_000842	CC1=COC(N)=N1
dsgdb9nsd_000843	CC1=COC(O)=N1
dsgdb9nsd_000845	CC1=NC(C)=CO1
dsgdb9nsd_000846	CC1=NC(N)=CO1
dsgdb9nsd_000847	CC1=NC(O)=CN1
dsgdb9nsd_000848	CC1=NC(O)=CO1
dsgdb9nsd_000849	NC1=CC(N)=CN1
dsgdb9nsd_000850	NC1=CC(N)=CO1
dsgdb9nsd_000851	NC1=CC(O)=CN1
dsgdb9nsd_000852	NC1=CC(O)=CO1
dsgdb9nsd_000853	NC1=CNC(O)=C1
dsgdb9nsd_000854	NC1=CNC(O)=N1
dsgdb9nsd_000855	NC1=COC(O)=N1
dsgdb9nsd_000856	NC1=NC(N)=CO1
dsgdb9nsd_000857	NC1=NC(O)=CN1
dsgdb9nsd_000858	NC1=NC(O)=CO1
dsgdb9nsd_000859	OC1=CC(O)=CN1
dsgdb9nsd_000860	OC1=NC(O)=CN1
dsgdb9nsd_000864	CC1=CC=C(N)O1
dsgdb9nsd_000865	CC1=CC=C(O)N1
dsgdb9nsd_000866	CC1=CN=C(C)O1
dsgdb9nsd_000867	CC1=CN=C(N)O1
dsgdb9nsd_000868	CC1=CN=C(O)N1
dsgdb9nsd_000869	CC1=CN=C(O)O1
dsgdb9nsd_000870	CC1=NC=C(N)O1
dsgdb9nsd_000871	CC1=NC=C(O)N1
dsgdb9nsd_000872	NC1=CC=C(N)N1
dsgdb9nsd_000873	NC1=CC=C(N)O1
dsgdb9nsd_000874	NC1=CC=C(O)N1
dsgdb9nsd_000875	NC1=CC=C(O)O1
dsgdb9nsd_000876	NC1=CN=C(N)O1
dsgdb9nsd_000877	NC1=CN=C(O)N1
dsgdb9nsd_000878	NC1=CN=C(O)O1
dsgdb9nsd_000879	OC1=CC=C(O)N1
dsgdb9nsd_000880	OC1=CN=C(O)N1
dsgdb9nsd_000882	CC1=CNC(=O)N1
dsgdb9nsd_000883	CC1=CNC(=O)O1
dsgdb9nsd_000886	CC1=COC(=O)N1
dsgdb9nsd_000887	CC1=COC(=O)O1
dsgdb9nsd_000889	NC1=CNC(=O)N1
dsgdb9nsd_000890	NC1=CNC(=O)O1
dsgdb9nsd_000892	NC1=COC(=O)N1
dsgdb9nsd_000893	NC1=COC(=O)O1
dsgdb9nsd_000895	OC1=CNC(=O)N1
dsgdb9nsd_000896	OC1=CNC(=O)O1
dsgdb9nsd_000899	OC1=COC(=O)O1
dsgdb9nsd_000902	CN1C=CC(O)=C1
dsgdb9nsd_000904	CN1C=NC(N)=C1
dsgdb9nsd_000905	CN1C=NC(O)=C1
dsgdb9nsd_000909	O=C1C=CNC=C1
dsgdb9nsd_000910	O=C1C=CNC=N1
dsgdb9nsd_000911	O=C1C=COC=C1
dsgdb9nsd_000912	O=C1C=COC=N1
dsgdb9nsd_000913	O=C1N=COC=N1
dsgdb9nsd_000915	N=C1OC=CC=C1
dsgdb9nsd_000916	N=C1OC=CC=N1
dsgdb9nsd_000917	N=C1OC=CN=C1
dsgdb9nsd_000918	N=C1OC=NC=C1
dsgdb9nsd_000919	N=C1OC=NC=N1
dsgdb9nsd_000920	O=C1NC=CC=C1
dsgdb9nsd_000921	O=C1NC=CC=N1
dsgdb9nsd_000922	O=C1NC=CN=C1
dsgdb9nsd_000923	O=C1NC=NC=C1
dsgdb9nsd_000924	O=C1NC=NC=N1
dsgdb9nsd_000925	O=C1OC=CC=C1
dsgdb9nsd_000926	O=C1OC=CC=N1
dsgdb9nsd_000927	O=C1OC=CN=C1
dsgdb9nsd_000928	O=C1OC=NC=C1
dsgdb9nsd_000929	O=C1OC=NC=N1
dsgdb9nsd_000931	CC1=CC=NC=C1
dsgdb9nsd_000932	CC1=CN=CC=C1
dsgdb9nsd_000933	CC1=CN=CC=N1
dsgdb9nsd_000934	CC1=CN=CN=C1
dsgdb9nsd_000935	CC1=NC=CC=C1
dsgdb9nsd_000936	CC1=NC=CC=N1
dsgdb9nsd_000937	CC1=NC=CN=C1
dsgdb9nsd_000938	CC1=NC=NC=C1
dsgdb9nsd_000939	CC1=NC=NC=N1
dsgdb9nsd_000940	NC1=CC=CC=C1
dsgdb9nsd_000941	NC1=CN=CC=C1
dsgdb9nsd_000942	NC1=CN=CC=N1
dsgdb9nsd_000943	NC1=CN=CN=C1
dsgdb9nsd_000944	NC1=NC=CC=C1
dsgdb9nsd_000945	NC1=NC=CC=N1
dsgdb9nsd_000946	NC1=NC=CN=C1
dsgdb9nsd_000947	NC1=NC=NC=C1
dsgdb9nsd_000948	NC1=NC=NC=N1
dsgdb9nsd_000949	OC1=CC=CC=C1
dsgdb9nsd_000950	OC1=CC=NC=C1
dsgdb9nsd_000951	OC1=CN=CC=C1
dsgdb9nsd_000952	OC1=CN=CC=N1
dsgdb9nsd_000953	OC1=CN=CN=C1
dsgdb9nsd_000954	OC1=NC=CC=C1
dsgdb9nsd_000955	OC1=NC=CC=N1
dsgdb9nsd_000956	OC1=NC=CN=C1
dsgdb9nsd_000957	OC1=NC=NC=C1
dsgdb9nsd_000958	OC1=NC=NC=N1
dsgdb9nsd_000962	CC1=C(C)N=CO1
dsgdb9nsd_000964	CC1=C(N)C=CO1
dsgdb9nsd_000965	CC1=C(N)N=CO1
dsgdb9nsd_000967	CC1=C(N)OC=C1
dsgdb9nsd_000968	CC1=C(N)OC=N1
dsgdb9nsd_000969	CC1=C(O)C=CN1
dsgdb9nsd_000970	CC1=C(O)C=CO1
dsgdb9nsd_000971	CC1=C(O)N=CN1
dsgdb9nsd_000972	CC1=C(O)N=CO1
dsgdb9nsd_000973	CC1=C(O)NC=C1
dsgdb9nsd_000974	CC1=C(O)NC=N1
dsgdb9nsd_000975	NC1=C(N)C=CO1
dsgdb9nsd_000976	NC1=C(N)N=CO1
dsgdb9nsd_000977	NC1=C(O)C=CN1
dsgdb9nsd_000978	NC1=C(O)C=CO1
dsgdb9nsd_000979	NC1=C(O)N=CN1
dsgdb9nsd_000980	NC1=C(O)N=CO1
dsgdb9nsd_000981	NC1=C(O)NC=C1
dsgdb9nsd_000982	NC1=C(O)NC=N1
dsgdb9nsd_000983	NC1=C(O)OC=C1
dsgdb9nsd_000984	OC1=C(O)C=CN1
dsgdb9nsd_000985	OC1=C(O)N=CN1
dsgdb9nsd_000988	CC1=CNC=C1O
dsgdb9nsd_000990	CC1=COC=C1N
dsgdb9nsd_000991	NC1=CNC=C1N
dsgdb9nsd_000992	NC1=CNC=C1O
dsgdb9nsd_000993	NC1=COC=C1N
dsgdb9nsd_000994	OC1=CNC=C1O
dsgdb9nsd_000997	CN1C=CC=C1O
dsgdb9nsd_000999	CN1C=CN=C1O
dsgdb9nsd_001001	CN1C=NC=C1O
dsgdb9nsd_001002	CN1C=CNC1=O
dsgdb9nsd_001004	CN1C=COC1=O
dsgdb9nsd_001005	C#CC1=CC=CN1
dsgdb9nsd_001006	C#CC1=CC=CO1
dsgdb9nsd_001007	C#CC1=CN=CN1
dsgdb9nsd_001008	C#CC1=CN=CO1
dsgdb9nsd_001009	C#CC1=NC=CN1
dsgdb9nsd_001010	C#CC1=NC=CO1
dsgdb9nsd_001011	N#CC1=CC=CN1
dsgdb9nsd_001012	N#CC1=CC=CO1
dsgdb9nsd_001013	N#CC1=CN=CN1
dsgdb9nsd_001014	N#CC1=CN=CO1
dsgdb9nsd_001015	N#CC1=NC=CN1
dsgdb9nsd_001016	N#CC1=NC=CO1
dsgdb9nsd_001017	C#CC1=CNC=C1
dsgdb9nsd_001018	C#CC1=CNC=N1
dsgdb9nsd_001019	C#CC1=COC=C1
dsgdb9nsd_001020	C#CC1=COC=N1
dsgdb9nsd_001021	N#CC1=CNC=C1
dsgdb9nsd_001022	N#CC1=CNC=N1
dsgdb9nsd_001023	N#CC1=COC=C1
dsgdb9nsd_001024	N#CC1=COC=N1
dsgdb9nsd_001025	O=CC1=CC=CN1
dsgdb9nsd_001026	O=CC1=CC=CO1
dsgdb9nsd_001027	O=CC1=CN=CN1
dsgdb9nsd_001028	O=CC1=CN=CO1
dsgdb9nsd_001029	O=CC1=NC=CN1
dsgdb9nsd_001030	O=CC1=NC=CO1
dsgdb9nsd_001031	O=CC1=CNC=C1
dsgdb9nsd_001032	O=CC1=CNC=N1
dsgdb9nsd_001033	O=CC1=COC=C1
dsgdb9nsd_001034	O=CC1=COC=N1
dsgdb9nsd_001035	O=CN1C=CC=C1
dsgdb9nsd_001036	O=CN1C=CN=C1
dsgdb9nsd_001037	CN=C1NC=CO1
dsgdb9nsd_001038	CN=C1OC=CO1
dsgdb9nsd_001041	CCC1=CN=CO1
dsgdb9nsd_001043	CCC1=NC=CO1
dsgdb9nsd_001045	CNC1=CC=CO1
dsgdb9nsd_001046	CNC1=CN=CO1
dsgdb9nsd_001047	CNC1=NC=CO1
dsgdb9nsd_001048	COC1=CC=CN1
dsgdb9nsd_001049	COC1=CC=CO1
dsgdb9nsd_001050	COC1=CN=CN1
dsgdb9nsd_001051	COC1=CN=CO1
dsgdb9nsd_001052	COC1=NC=CN1
dsgdb9nsd_001053	COC1=NC=CO1
dsgdb9nsd_001054	NCC1=NC=CO1
dsgdb9nsd_001055	OCC1=CC=CN1
dsgdb9nsd_001056	OCC1=CC=CO1
dsgdb9nsd_001057	OCC1=CN=CN1
dsgdb9nsd_001058	OCC1=CN=CO1
dsgdb9nsd_001059	OCC1=NC=CN1
dsgdb9nsd_001060	OCC1=NC=CO1
dsgdb9nsd_001064	CCC1=COC=N1
dsgdb9nsd_001066	CNC1=CNC=N1
dsgdb9nsd_001067	CNC1=COC=C1
dsgdb9nsd_001068	CNC1=COC=N1
dsgdb9nsd_001069	COC1=CNC=C1
dsgdb9nsd_001070	COC1=CNC=N1
dsgdb9nsd_001071	COC1=COC=C1
dsgdb9nsd_001072	COC1=COC=N1
dsgdb9nsd_001073	OCC1=CNC=C1
dsgdb9nsd_001074	OCC1=CNC=N1
dsgdb9nsd_001075	OCC1=COC=C1
dsgdb9nsd_001076	OCC1=COC=N1
dsgdb9nsd_001079	C1CC2=CC=CN12
dsgdb9nsd_001080	C1CC2=CN=CN12
dsgdb9nsd_001081	C1CC2=NC=CN12
dsgdb9nsd_001109	CC(=N)NC(N)=O
dsgdb9nsd_001110	CC(=N)OC(C)=O
dsgdb9nsd_001111	CC(=N)OC(N)=O
dsgdb9nsd_001113	CC(=O)CC(N)=O
dsgdb9nsd_001114	CC(=O)NC(C)=O
dsgdb9nsd_001116	CC(=O)NC(N)=O
dsgdb9nsd_001118	NC(=O)CC(N)=O
dsgdb9nsd_001119	NC(=O)NC(N)=O
dsgdb9nsd_001154	CC(C)(C#C)C#N
dsgdb9nsd_001155	CC(C)(C#N)C#N
dsgdb9nsd_001156	CC(N)(C#C)C#N
dsgdb9nsd_001157	CC(N)(C#N)C#N
dsgdb9nsd_001158	CC(O)(C#C)C#C
dsgdb9nsd_001159	CC(O)(C#C)C#N
dsgdb9nsd_001160	CC(O)(C#N)C#N
dsgdb9nsd_001162	CC(C)(C=O)C#N
dsgdb9nsd_001163	CC(O)(C=O)C#C
dsgdb9nsd_001164	CC(O)(C=O)C#N
dsgdb9nsd_001166	CC(O)(C=O)C=O
dsgdb9nsd_001173	CC(O)(CO)C#N
dsgdb9nsd_001196	CC#CCC(N)=O
dsgdb9nsd_001199	CC(=O)C#CC#C
dsgdb9nsd_001200	CC(=O)C#CC#N
dsgdb9nsd_001201	NC(=O)C#CC#C
dsgdb9nsd_001202	NC(=O)C#CC#N
dsgdb9nsd_001203	CC(=O)C#CC=O
dsgdb9nsd_001204	NC(=O)C#CC=O
dsgdb9nsd_001205	CC(=N)OCC#C
dsgdb9nsd_001206	CC(=N)OCC#N
dsgdb9nsd_001208	CC(=O)CCC#N
dsgdb9nsd_001209	CC(=O)NCC#C
dsgdb9nsd_001210	CC(=O)NCC#N
dsgdb9nsd_001211	CC(=O)OCC#C
dsgdb9nsd_001212	CC(=O)OCC#N
dsgdb9nsd_001213	NC(=O)CCC#C
dsgdb9nsd_001214	NC(=O)CCC#N
dsgdb9nsd_001215	NC(=O)NCC#C
dsgdb9nsd_001216	NC(=O)NCC#N
dsgdb9nsd_001217	NC(=O)OCC#C
dsgdb9nsd_001218	NC(=O)OCC#N
dsgdb9nsd_001219	CC(=N)OCC=O
dsgdb9nsd_001221	CC(=O)CNC=O
dsgdb9nsd_001222	CC(=O)COC=N
dsgdb9nsd_001223	CC(=O)COC=O
dsgdb9nsd_001224	CC(=O)NCC=O
dsgdb9nsd_001225	CC(=O)OCC=O
dsgdb9nsd_001226	NC(=O)CCC=O
dsgdb9nsd_001227	NC(=O)CNC=O
dsgdb9nsd_001228	NC(=O)COC=N
dsgdb9nsd_001229	NC(=O)COC=O
dsgdb9nsd_001230	NC(=O)NCC=O
dsgdb9nsd_001231	NC(=O)OCC=O
dsgdb9nsd_001234	CC(C)C#CC#N
dsgdb9nsd_001235	CC(O)C#CC#C
dsgdb9nsd_001236	CC(O)C#CC#N
dsgdb9nsd_001238	CC(O)C#CC=O
dsgdb9nsd_001256	CN=CNC(N)=O
dsgdb9nsd_001257	CN=COC(C)=O
dsgdb9nsd_001258	CN=COC(N)=O
dsgdb9nsd_001261	CC(=O)C#CCO
dsgdb9nsd_001263	CCC#CC(N)=O
dsgdb9nsd_001264	NC(=O)C#CCO
dsgdb9nsd_001289	NC(=O)OCCO
dsgdb9nsd_001307	CC1(N)COC1=O
dsgdb9nsd_001309	CC1(O)CNC1=O
dsgdb9nsd_001310	CC1(O)COC1=N
dsgdb9nsd_001311	CC1(O)COC1=O
dsgdb9nsd_001325	CC1(C)OC1C#N
dsgdb9nsd_001327	CC1(O)CC1C#N
dsgdb9nsd_001364	O=C(CC#C)C#C
dsgdb9nsd_001365	O=C(CC#C)C#N
dsgdb9nsd_001366	O=C(CC#N)C#C
dsgdb9nsd_001367	O=C(CC#N)C#N
dsgdb9nsd_001368	O=CC(=O)CC#C
dsgdb9nsd_001369	O=CC(=O)CC#N
dsgdb9nsd_001370	N=C(NC=O)C#C
dsgdb9nsd_001371	N=C(OC=O)C#C
dsgdb9nsd_001372	N=C(OC=O)C#N
dsgdb9nsd_001373	N=CNC(=N)C#N
dsgdb9nsd_001374	N=CNC(=O)C#C
dsgdb9nsd_001375	N=COC(=O)C#C
dsgdb9nsd_001376	N=COC(=O)C#N
dsgdb9nsd_001377	O=CNC(=O)C#C
dsgdb9nsd_001378	N=C(NC=O)C=O
dsgdb9nsd_001379	N=C(OC=O)C=O
dsgdb9nsd_001380	N=CNC(=N)C=O
dsgdb9nsd_001381	N=CNC(=O)C=O
dsgdb9nsd_001382	N=COC(=O)C=O
dsgdb9nsd_001383	O=CNC(=O)C=O
dsgdb9nsd_001384	CC#CC(=O)C#C
dsgdb9nsd_001385	CC#CC(=O)C#N
dsgdb9nsd_001386	CC#CC(=O)C=O
dsgdb9nsd_001388	CC#CC(C)C#N
dsgdb9nsd_001389	CC#CC(N)C#N
dsgdb9nsd_001390	CC#CC(O)C#C
dsgdb9nsd_001391	CC#CC(O)C#N
dsgdb9nsd_001393	CC#CC(O)C=O
dsgdb9nsd_001395	CC(CC#C)C#N
dsgdb9nsd_001396	CC(CC#N)C#C
dsgdb9nsd_001397	CC(CC#N)C#N
dsgdb9nsd_001398	NC(CC#C)C#N
dsgdb9nsd_001399	NC(CC#N)C#C
dsgdb9nsd_001400	NC(CC#N)C#N
dsgdb9nsd_001401	OC(CC#C)C#C
dsgdb9nsd_001402	OC(CC#C)C#N
dsgdb9nsd_001403	OC(CC#N)C#C
dsgdb9nsd_001404	OC(CC#N)C#N
dsgdb9nsd_001406	CC(CC#N)C=O
dsgdb9nsd_001407	CN(CC#C)C=O
dsgdb9nsd_001408	CN(CC#N)C=O
dsgdb9nsd_001409	OC(CC#C)C=O
dsgdb9nsd_001410	OC(CC#N)C=O
dsgdb9nsd_001412	CC(CC=O)C#N
dsgdb9nsd_001413	CC(NC=O)C#C
dsgdb9nsd_001414	CC(NC=O)C#N
dsgdb9nsd_001415	CC(OC=N)C#C
dsgdb9nsd_001416	CC(OC=N)C#N
dsgdb9nsd_001417	CC(OC=O)C#C
dsgdb9nsd_001418	CC(OC=O)C#N
dsgdb9nsd_001419	OC(CC=O)C#C
dsgdb9nsd_001420	OC(CC=O)C#N
dsgdb9nsd_001422	CC(NC=O)C=O
dsgdb9nsd_001423	CC(OC=N)C=O
dsgdb9nsd_001424	CC(OC=O)C=O
dsgdb9nsd_001425	CN(CC=O)C=O
dsgdb9nsd_001426	OC(CC=O)C=O
dsgdb9nsd_001428	CN=C(C)OC=O
dsgdb9nsd_001429	CN=C(N)NC=O
dsgdb9nsd_001431	CC#CC(=O)CO
dsgdb9nsd_001433	CNC(=O)C#CC
dsgdb9nsd_001434	COC(=O)C#CC
dsgdb9nsd_001436	CCC(=O)CC#N
dsgdb9nsd_001437	CNC(=O)CC#C
dsgdb9nsd_001438	CNC(=O)CC#N
dsgdb9nsd_001439	COC(=O)CC#C
dsgdb9nsd_001440	COC(=O)CC#N
dsgdb9nsd_001441	OCC(=O)CC#C
dsgdb9nsd_001442	OCC(=O)CC#N
dsgdb9nsd_001446	CCC(=O)NC=O
dsgdb9nsd_001447	CCC(=O)OC=N
dsgdb9nsd_001448	CNC(=O)CC=O
dsgdb9nsd_001449	CNC(=O)NC=N
dsgdb9nsd_001450	CNC(=O)NC=O
dsgdb9nsd_001451	CNC(=O)OC=N
dsgdb9nsd_001452	COC(=N)NC=O
dsgdb9nsd_001453	COC(=O)CC=O
dsgdb9nsd_001454	COC(=O)NC=N
dsgdb9nsd_001455	COC(=O)NC=O
dsgdb9nsd_001456	NCC(=O)NC=O
dsgdb9nsd_001457	NCC(=O)OC=N
dsgdb9nsd_001458	OCC(=N)NC=O
dsgdb9nsd_001459	OCC(=O)CC=O
dsgdb9nsd_001460	OCC(=O)NC=N
dsgdb9nsd_001461	OCC(=O)NC=O
dsgdb9nsd_001462	OCC(=O)OC=N
dsgdb9nsd_001478	OCC(O)CC#N
dsgdb9nsd_001489	CCN=C(N)C#N
dsgdb9nsd_001492	CCCC(=O)C#N
dsgdb9nsd_001493	CCNC(=N)C#N
dsgdb9nsd_001494	CCNC(=O)C#C
dsgdb9nsd_001495	CCOC(=N)C#C
dsgdb9nsd_001496	CCOC(=N)C#N
dsgdb9nsd_001497	CCOC(=O)C#C
dsgdb9nsd_001498	CCOC(=O)C#N
dsgdb9nsd_001499	CNCC(=O)C#N
dsgdb9nsd_001500	COCC(=O)C#C
dsgdb9nsd_001501	COCC(=O)C#N
dsgdb9nsd_001502	OCCC(=O)C#C
dsgdb9nsd_001503	OCCC(=O)C#N
dsgdb9nsd_001506	CCNC(=O)C=O
dsgdb9nsd_001507	CCOC(=N)C=O
dsgdb9nsd_001508	CCOC(=O)C=O
dsgdb9nsd_001509	COCC(=O)C=O
dsgdb9nsd_001510	OCCC(=O)C=O
dsgdb9nsd_001552	COCC(O)C#N
dsgdb9nsd_001555	OCCC(O)C#N
dsgdb9nsd_001582	CC(=O)C(=O)C#C
dsgdb9nsd_001583	CC(=O)C(=O)C#N
dsgdb9nsd_001586	NC(=O)C(=O)C#C
dsgdb9nsd_001587	CC(=O)C(=O)C=O
dsgdb9nsd_001589	NC(=O)C(=O)C=O
dsgdb9nsd_001590	CC(=O)C(O)C#C
dsgdb9nsd_001591	CC(=O)C(O)C#N
dsgdb9nsd_001593	CC(C#C)C(N)=O
dsgdb9nsd_001594	CC(C#N)C(C)=O
dsgdb9nsd_001595	CC(C#N)C(N)=O
dsgdb9nsd_001597	NC(=O)C(O)C#C
dsgdb9nsd_001598	NC(=O)C(O)C#N
dsgdb9nsd_001599	NC(C#C)C(N)=O
dsgdb9nsd_001601	NC(C#N)C(N)=O
dsgdb9nsd_001603	CC(C)C(=O)C#N
dsgdb9nsd_001604	CC(O)C(=O)C#C
dsgdb9nsd_001605	CC(O)C(=O)C#N
dsgdb9nsd_001606	CN(C)C(=N)C#N
dsgdb9nsd_001607	CN(C)C(=O)C#C
dsgdb9nsd_001608	CN(C)C(=O)C#N
dsgdb9nsd_001610	CC(O)C(=O)C=O
dsgdb9nsd_001612	CN(C)C(=O)C=O
dsgdb9nsd_001624	CC(O)C(O)C#N
dsgdb9nsd_001630	CC(=O)C(O)C=O
dsgdb9nsd_001632	CC(C=O)C(N)=O
dsgdb9nsd_001634	CN(C=N)C(N)=O
dsgdb9nsd_001636	CN(C=O)C(C)=O
dsgdb9nsd_001638	CN(C=O)C(N)=O
dsgdb9nsd_001639	NC(=O)C(O)C=O
dsgdb9nsd_001641	CN=C(N)C(N)=O
dsgdb9nsd_001642	C[NH+]=C(N)C([O-])=O
dsgdb9nsd_001643	CC(=O)C(=O)CO
dsgdb9nsd_001646	CCC(=O)C(N)=O
dsgdb9nsd_001648	CNC(=[NH2+])C([O-])=O
dsgdb9nsd_001649	CNC(=O)C(C)=O
dsgdb9nsd_001650	CNC(=O)C(N)=O
dsgdb9nsd_001651	COC(=O)C(C)=O
dsgdb9nsd_001653	COC(=O)C(N)=O
dsgdb9nsd_001655	NC(=O)C(=O)CO
dsgdb9nsd_001683	NC(=O)C(O)CO
dsgdb9nsd_001701	CC1(CCO1)C#N
dsgdb9nsd_001703	CC1(COC1)C#N
dsgdb9nsd_001705	NC1(CNC1)C#N
dsgdb9nsd_001706	NC1(COC1)C#N
dsgdb9nsd_001708	OC1(CCC1)C#N
dsgdb9nsd_001709	OC1(CNC1)C#N
dsgdb9nsd_001710	OC1(COC1)C#C
dsgdb9nsd_001711	OC1(COC1)C#N
dsgdb9nsd_001716	OC1(COC1)C=O
dsgdb9nsd_001738	CC1(CC#N)CO1
dsgdb9nsd_001740	OC1(CC#N)CC1
dsgdb9nsd_001759	CC1(CC1O)C#N
dsgdb9nsd_001764	CC1CC1(O)C#N
dsgdb9nsd_001768	CC1OC1(C)C#N
dsgdb9nsd_001771	NC1(CC1O)C#N
dsgdb9nsd_001772	NC1CC1(N)C#N
dsgdb9nsd_001773	NC1CC1(O)C#N
dsgdb9nsd_001774	OC1CC1(O)C#C
dsgdb9nsd_001775	OC1CC1(O)C#N
dsgdb9nsd_001782	OC1CC1(O)C=O
dsgdb9nsd_001804	CC1(CO1)C(N)=O
dsgdb9nsd_001805	NC(=O)C1(O)CC1
dsgdb9nsd_001819	N=C1NC(=O)C=C1
dsgdb9nsd_001820	N=C1OC(=O)C=C1
dsgdb9nsd_001821	O=C1CC(=O)C=C1
dsgdb9nsd_001822	O=C1NC(=O)C=C1
dsgdb9nsd_001823	N=C1CC(=O)CO1
dsgdb9nsd_001824	N=C1CCC(=O)N1
dsgdb9nsd_001825	N=C1CCC(=O)O1
dsgdb9nsd_001826	N=C1CNC(=O)N1
dsgdb9nsd_001827	N=C1CNC(=O)O1
dsgdb9nsd_001828	N=C1COC(=N)N1
dsgdb9nsd_001829	N=C1COC(=O)N1
dsgdb9nsd_001830	N=C1COC(=O)O1
dsgdb9nsd_001831	N=C1NC(=O)CO1
dsgdb9nsd_001832	N=C1NCC(=O)N1
dsgdb9nsd_001833	O=C1CCC(=O)C1
dsgdb9nsd_001834	O=C1CCC(=O)N1
dsgdb9nsd_001835	O=C1CNC(=O)C1
dsgdb9nsd_001836	O=C1CNC(=O)N1
dsgdb9nsd_001837	CC1=CC(=N)OC1
dsgdb9nsd_001839	CC1=CC(=O)NC1
dsgdb9nsd_001840	CC1=CC(=O)OC1
dsgdb9nsd_001841	NC1=CC(=N)OC1
dsgdb9nsd_001842	NC1=CC(=O)CC1
dsgdb9nsd_001843	NC1=CC(=O)NC1
dsgdb9nsd_001844	NC1=CC(=O)OC1
dsgdb9nsd_001846	CC1=CCC(=O)N1
dsgdb9nsd_001847	CC1=CNC(=O)C1
dsgdb9nsd_001848	CC1=NCC(=N)N1
dsgdb9nsd_001849	CC1=NCC(=O)N1
dsgdb9nsd_001850	CC1=NCC(=O)O1
dsgdb9nsd_001851	NC1=NCC(=O)N1
dsgdb9nsd_001853	CC1NC(=O)C=C1
dsgdb9nsd_001854	CC1OC(=N)C=C1
dsgdb9nsd_001855	CC1OC(=O)C=C1
dsgdb9nsd_001856	OC1CC(=O)C=C1
dsgdb9nsd_001871	CC1CNC(=O)O1
dsgdb9nsd_001873	CC1COC(=N)O1
dsgdb9nsd_001875	CC1COC(=O)N1
dsgdb9nsd_001876	CC1COC(=O)O1
dsgdb9nsd_001877	CC1OCC(=N)O1
dsgdb9nsd_001878	CC1OCC(=O)O1
dsgdb9nsd_001881	OC1CNC(=O)C1
dsgdb9nsd_001882	OC1COC(=N)C1
dsgdb9nsd_001883	OC1COC(=O)C1
dsgdb9nsd_001903	CC12CC(=O)C1N2
dsgdb9nsd_001904	CC12CC(=O)C1O2
dsgdb9nsd_001905	CC12CC1C(=N)O2
dsgdb9nsd_001907	CC12CC1C(=O)N2
dsgdb9nsd_001908	CC12CC1C(=O)O2
dsgdb9nsd_001909	CC12CN1C(=O)C2
dsgdb9nsd_001910	OC12CC1C(=O)C2
dsgdb9nsd_001936	N=C1CC(O1)C#C
dsgdb9nsd_001937	N=C1CC(O1)C#N
dsgdb9nsd_001938	O=C1CC(C1)C#C
dsgdb9nsd_001939	O=C1CC(C1)C#N
dsgdb9nsd_001940	O=C1CC(N1)C#C
dsgdb9nsd_001941	O=C1CC(O1)C#C
dsgdb9nsd_001942	O=C1CC(O1)C#N
dsgdb9nsd_001943	N=C1CC(O1)C=O
dsgdb9nsd_001944	O=CC1CC(=O)C1
dsgdb9nsd_001945	O=CC1CC(=O)N1
dsgdb9nsd_001946	O=CC1CC(=O)O1
